image,extracted_text,toxicity_label,toxicity_score
407_NM_pic.jpg,Remembez Lfia ls a tace Titzshaikhsaab Sarcastic shaikh Bahen kesath snacks khate time jaldijladi Gha khaoge to tumhe kam milega,Toxic,0.28545746207237244
58_NM_pic.jpg,Memes +o Me Depression se utha kr hasta hua joker banaunga,Toxic,0.339210569858551
377_M_pic_12.jpg,"blackmomex insta BLACK Hemex ५०० rupay de do hafte de dungi 1५०० rupay le lo, abhi de do BLACK Memex Double meaning game khelta hai BC agle",Toxic,0.3366539478302002
103_M_pic_3.jpg,Bखoडawwad@kkes Bittuडharmalnsta अब होगा जिओ दन दना दन,Toxic,0.28292956948280334
498_M_pic_2.jpg,He * Are You single ? She: Yes He * proof ? She: Ga Gan memes Any,Toxic,0.31730714440345764
122_M_pic_3.jpg,rairG CouQi ADVANCED gulambi VITAMINI chulmt Ka kaalapan htae pehli fursat me HIGH DEFINITION L0 W,Toxic,0.2553330063819885
302_M_pic_1.jpg,Lek2 Bo Ye t७ New Year Ianane Dlkf thi Char se,Toxic,0.3104456067085266
589_NM_pic.jpg,३ Places Where Humans Never Dle MEMES लडम HEAVEN HELL StarPlus,Toxic,0.3878914713859558
590_NM_pic.jpg,Humour Nation @humour nation sludy in this lockdown 0 MY,Toxic,0.25974759459495544
320_M_pic_2.jpg,Girls: Dont Call Me Cute Am Not Cute Also Girls TheFactszoo,Toxic,0.3633568286895752
430_NM_pic.jpg,Boys Fighting For Girls Randsome Loyal With Ki And DSLR With A Govt Job B०५ Boy B०_ Guy,Toxic,0.2528696358203888
35_M_pic_120.jpg,What giris think What boys boys want actually want Jepsळewe fb,Toxic,0.33561742305755615
76_NM_pic.jpg,"Gheaki AayegilBaarat Maahi Plych a-iaa1|-07 CEYTRAL BUREAU OF INVESTIGATION 0{185""334%10 Brane oran 00 WlereAanganWai",Toxic,0.31532779335975647
336_M_pic_2.jpg,Main Ghunghat Uttha KarCheha DekhLun ??? Han Par Dekhike Delete kar Dena,Toxic,0.2958928942680359
272_NM_pic.jpg,Others Parents : Hamara Baccha Aesa Kar Hi Nhi Sakta Parents : Haan Isi Ne Kiya Hoga Hum Khud Pareshaan Hain Isse Doraemon Memes My,Toxic,0.3716081976890564
579_M_pic_1.jpg,"N ""1""40184[0|[ YAIS HI Sa@b Bata Zue k Wa is Gareeb Ladl & Wadad > रे  ठै",Toxic,0.23914767801761627
484_NM_pic.jpg,"[07 *""0[7 jeeisediks कचरा भीःखैलेगा Cam Kle",Toxic,0.2723716199398041
79_M_pic_1.jpg,DABBOO RATNANI Plotogrm ) Dekho dekho kya woh ped hai? chaadar oodhe ya khada koi?,Toxic,0.25310075283050537
10_M_pic_3.jpg,My Junior Senior classmate ००l५ ड्लै :( :(,Toxic,0.2521359920501709
517_NM_pic.jpg,Would You slap Your best friend for this bike? Me: Sale ko Bum s@ Uda Dunga,Toxic,0.2942700982093811
336_NM_pic.jpg,"Rohit Goswamiभ @srcastic shayar Ithink you have dialed the wrong number kutreya saala dekh ke number dial kar Sorry,",Toxic,0.27534645795822144
544_NM_pic.jpg,Me avoiding E-Rickshaws in Delhi as are already full Driver: Yo Delhi Qaa ७e jaangbiya pe bath they *Le,Toxic,0.30435723066329956
143_NM_pic.jpg,"Diwar Pe Lilha Tha, Yahan Mootna Mana Hain Toh Zafo Ioh ? Kar Ia udl Eeg Gaya",Toxic,0.265486478805542
453_M_pic_2.jpg,Nind IC/ Aju ke mnene Mai nahi aa rahi tere paas wapas Me RukAbhiPadhal Chalu Rarta hu.,Toxic,0.2815910279750824
504_M_pic_3.jpg,Wo baat nahihaiamai toh dul  oar Agriculture ki Padhai Karne Gayi thi.,Toxic,0.33613264560699463
355_NM_pic.jpg,Tu Chutiya Hai Phir Bhi | sent you a friend request. Just now Confirm Delete Gajab Bejjati Hai Yaarr CAD,Toxic,0.3205024003982544
319_NM_pic.jpg,cवpke toothpasie mein Domakhai ? Daant hi nahihol Dy@,Toxic,0.2886117100715637
52_NM_pic.jpg,Sagar @sagarcasm Putin taking orders for the COVID Vaccine,Toxic,0.3957826495170593
220_M_pic_1.jpg,AME AMI Jum dono meioo ge Acabl tacah Qapda Gbona Ksko ata bai,Toxic,0.25340476632118225
68_M_pic_3.jpg,Ocomedy  video ccomedk wadeo अरे किसी की गर्लफ्रेंड नही है तो मेरे पास एक हैले जाओ Sanjay rawat यह,Toxic,0.2922199070453644
132_M_pic_2.jpg,"VRO AAP ACHHE SE PADHAI KARO !! GOVT. JOB MIL JAAYE TAB ISS SE SHADI KARLENA, TABTAK MAIN ISSE GHUMATA HUN !!",Toxic,0.33295688033103943
97_M_pic_3.jpg,facebook jokes h - jokes जब शौचालय में मोबाइल लेकर जाओ और ज्यादा टाइम बैठने से टांग सुन्न पड़ जाएं,Toxic,0.2736363410949707
176_M_pic_1.jpg,pandeycnoeverbeokeeler utsav _O8 Chedbnibave cOOntent lo Annaya Co% pos,Toxic,0.2930806279182434
227_NM_pic.jpg,"Opponent Teams Rohit ko jaldi out kar diya. Weve a good chance now. QurYakणma Pollard   @ UlEL vDttcon Oshan Pandyo Bros #3 L७ De Kock SUNG den ""}0 ViLLO -WO",Toxic,0.31397056579589844
305_M_pic_10.jpg,"LEGENDS ""c9 vopoiub",Toxic,0.22350727021694183
329_M_pic_1.jpg,IG* २नो में से एक मिले तो क्या लोगे Car या GIRL,Toxic,0.31802207231521606
333_M_pic_1.jpg,Ye zaroor Tapu kishararat hogi Xhin Alto,Toxic,0.23498918116092682
349_NM_pic.jpg,"*Unable To Find Mom In The Party* Harami Uncle : Tumhari Mummy tumlogo ko chor ke chali gayi. 9 ylo Me & Sister "" OHaste rahho IGIHASTELRAHO My",Toxic,0.31960204243659973
489_M_pic_1.jpg,Aisi biwi ho to depressed hoke career barbaad karne me kaisi sharam dhanashree9 २h dhanashree9 8h Cood Skin by dingmintt pretty + by deborahglima Sahi Bata UJ,Toxic,0.27783405780792236
538_M_pic_2.jpg,Ceights Of MemeX Ia bual Vomiting ho rahi hai BlackMemex @a khaya thal Pyaar me dhoka,Toxic,0.28519997000694275
209_M_pic_2.jpg,"Mom, Jaidi Ghar Chalo Bahur Tez Susu Aayi Hai",Toxic,0.31766045093536377
42_M_pic_1.jpg,"खैययाने देखा ऐसे , औँपानी पानी ह्याचयी m॰ 6:787",Toxic,0.26158609986305237
485_M_pic_3.jpg,No Ball,Toxic,0.23851922154426575
323_NM_pic.jpg,"Me : Mummy Aaj Mai Lale Aaunga, To Mera Raat Ka Khana Fridge Me Rakh Dend... *Le Mummy : =७_ऐ=@0 GuiuE",Toxic,0.3402363359928131
178_M_pic_1.jpg,Kaha Jaau Mai mie 0a|0,Toxic,0.2975899279117584
132_NM_pic.jpg,Me:- Mummy nashta? Mummy: Jaa uS maa se mang jis k sath sari raat laga rhta h Meः Baby nashta? Umaaah 8aby:-,Toxic,0.31352463364601135
232_NM_pic.jpg,Sir : Get out of my class Girls : We are really sorry sir TUWmUDU :oun Boys Sir b le jaen ? bag,Toxic,0.3394371569156647
51_M_pic_3.jpg,Hamare Oroup Ne Laakiya Dusre Group Wa Ladkiya,Toxic,0.3284831941127777
406_M_pic_2.jpg,Desi People After 2 Drinks On Holi bhabhi kahan hai,Toxic,0.33735108375549316
434_NM_pic.jpg,Shweta : aur pata hai wo ladka pandit hai Video khatam* *Le mex (wondering aage kya hua hoga) OHaste raho IGIHASTE RAHO,Toxic,0.30090412497520447
134_M_pic_120.jpg,When you know your only brother was adopted got,Toxic,0.28532674908638
559_NM_pic.jpg,"love you Sorry | havea Boyfriend Koi Nehi, Woh Hamari Shaadi Main Channa Mereya Gaa Lega.",Toxic,0.30251240730285645
543_M_pic_2.jpg,Qeights Of Menek ]Love You.. Agar ek baap kbetihogi toh haan bolegi BlackMemex Love you too bsdk..,Toxic,0.2972679138183594
63_NM_pic.jpg,Mukka Anlaan Vynku punlopmaair Mukka ultra max pro,Toxic,0.3563123345375061
266_M_pic_130.jpg,What boys wants What boys ea९nlil.msY lBq@ Syinpathoilemetic gets,Toxic,0.2899913489818573
416_NM_pic.jpg,Me afler seeing couples on १४ Feb ६ख De Bello bofrongdal MaaoSalo ko,Toxic,0.2687572240829468
415_M_pic_2.jpg,Chhiii kitni gandi bate krte ho Memes Hi Memes,Toxic,0.3061167299747467
446_M_pic_10.jpg,Place your nose in the Red dot,Toxic,0.3585485816001892
439_M_pic_3.jpg,Asliol virashl पापा की परी के बाद पेश है- पापा का प्रेशर कुकर..,Toxic,0.3141863942146301
138_M_pic_1.jpg,OCF @broueDnenerz Sif १५ saaliki hafge,Toxic,0.22346585988998413
508_NM_pic.jpg,"Celebrifies, afler getting pregnant ७७७ NDESUFULUlID Le nikaal photu",Toxic,0.35177871584892273
527_NM_pic.jpg,Bhai tu akela nahi hai ० jiske jawani me hi baal safed ho gye,Toxic,0.31458693742752075
335_M_pic_1.jpg,Vrnnu गाम्न 0Eb Uashnu Jokes Ofnsta Vishnu jokes बस यहीं एक जगह है जहा पर लडके पिघल जाते है एLiuutta i0hँe,Toxic,0.29387736320495605
219_NM_pic.jpg,She Dad want a crocodile as a Dad : Wtf... Itis not possible..! She : Then | want a boyfriend.. Dad : Yeiwala chalega Beti? pet,Toxic,0.3911779820919037
352_M_pic_2.jpg,"Bittusharmadokes Bittusharmalnsta ""10*7 १९८० और २०२१ का अनोखा मिश्रण|",Toxic,0.2799745202064514
567_M_pic_12.jpg,He Kis Baat ka Ghamand hai Tumhe ? She डूै ILLD TUHIIH@OUJ 8 ़li0 0(n,Toxic,0.2913053333759308
449_NM_pic.jpg,09=*1* = Edit karke lune image mera meme bana diya Mehnat karke iera bhai ne Fir se meme banwa liya !,Toxic,0.29720205068588257
596_NM_pic.jpg,"AVP JO KE S PohleSab Kuch ieekCholRaha Tho AVIP JOKE $ Fir Kisi Komeene We Live Vdeopor Comment Kor ""ुr Pood Markeso७ Pho७d Do"" Ab Bsoiwale, Har Phoio Por Commenikake Ajeeb Aieeb Demand Ka Rahe Hof% Diya",Toxic,0.24550634622573853
357_NM_pic.jpg,% Can | Have Your Number Hum Pure Class Ka WhatsApp Group Bana Rahe Hai Ogymene,Toxic,0.34494027495384216
184_NM_pic.jpg,Y@to apna Raju bal a@belbalaag RaOne Bola tha na babu Bhaiyarye Raju paiso ke kuch bhi kar sakia hai liye,Toxic,0.2912188172340393
18_NM_pic.jpg,Kya tumne examsk Gyaari karli Karlii Corona NahiEkarni thi,Toxic,0.3409545123577118
48_NM_pic.jpg,"Sir : Who will my duster from the staff room? Front benchers : Sir Me, me, mel Backbenchers : Olluste _tuho IGHASTE RAHO Mal tumhareBaapkanaukarnahihu bring",Toxic,0.3440324366092682
528_NM_pic.jpg,JuiceSprite Boobrah 5l0131170 @Yorker Gawd Whenever #AkashChopra predicts fall of wicket in very next over wicket goes down *Le dada to aakash #DCvKKR #KKRvDC Jor jor se bolke sabko Script bata de,Toxic,0.334793359041214
76_M_pic_2.jpg,feet lamba condom hai kya.००?२ Haan hai..du kya Nahiooobut agar koi lene aye to uska ph nos muihe de dena,Toxic,0.31750237941741943
437_NM_pic.jpg,Main aaj bhi Lil%etlevil Il 7 @DeVIllASinil @devilboysunl २०० rupey mein bik jaata hu 6॰७ 786,Toxic,0.28464004397392273
368_M_pic_2.jpg,FB चलाना छोड़ रही हूं दोस्तों अब बकरियां चराऊंगी कम से कम दो पैसे तो आएंगे 66666666= (7%ा94,Toxic,0.2946418225765228
37_NM_pic.jpg,Me : jab enemy ne grenade pheka to waha se bhaga kyu nahi? noob friend: Translate Tweet are merekollaga Seetafalhal My,Toxic,0.31858667731285095
98_NM_pic.jpg,DEHlनHOन % tappu sena games BAPU  6 FEARLESS AND UNITED GUARDS,Toxic,0.33408430218696594
102_NM_pic.jpg,efn 96 Cल DUNIYA HILA DENGE HUM. IG: @Chennai.ipl.2o२0 HAAN AUR HUM TOH DUBAI KUCH AUR HI HILANE AAYE HAl. SNSU <=7=0,Toxic,0.32847389578819275
497_M_pic_2.jpg,+ ८ Barbaadi ka pehla step kya hai? Monu Verma Uske naam ka neliiicalion cate hi khushbolana,Toxic,0.2687094509601593
125_NM_pic.jpg,Me trying to study CaimHoCartotantn mobile Dotfications My,Toxic,0.2931356132030487
115_M_pic_30.jpg,1 IIIDSII ISI -IIDSI BEIL LltE ulchivalrousguy,Toxic,0.21132470667362213
380_NM_pic.jpg,Crush ko book bahen ki dene shaadi jane k Ankit Raj ३ shares Ankit Rj fayda shakal to phir bhi kutte jaisi hai Just now Like Reply More vapis liye Kya,Toxic,0.27223944664001465
184_M_pic_13.jpg,"Gbinda Roy Deld Raha Hai Na Binod, Bina Bladz NZask Re Roi Nhi Pahechante",Toxic,0.2728591561317444
427_NM_pic.jpg,When everyone is compass during exam and you don t have any idea why? using,Toxic,0.29279881715774536
77_M_pic_1.jpg,Achchi Ladla Khusi Degi Bud Ladki Khusi Khushi Degi,Toxic,0.3077472150325775
93_NM_pic.jpg,Kya bol rha hai papa cup to csk hi jitega Kritika Sharma 4|1,Toxic,0.3422410488128662
414_NM_pic.jpg,This is what yovr mom thinks when yov don t bath for three Monty gupla alMvontyialh ७9 days,Toxic,0.33855897188186646
323_M_pic_10.jpg,Men fitness Vs Womens Fitness,Toxic,0.33602434396743774
492_M_pic_1.jpg,Adult book *Le me to Titli उड ना मादरचो *द,Toxic,0.3193390667438507
189_M_pic_1.jpg,"घोड़ा बहुत खुश था तुमसे + "" IIEKMIENA घोड़ा हाो या लौड़ा , मेरी टांगों की बीच जो आता खुश ही रहता है IIIDKI",Toxic,0.26547595858573914
484_M_pic_1.jpg,Last page of my notebook,Toxic,0.2661148011684418
586_NM_pic.jpg,Aman Pandey @Buchuu 1 Jab papa koi bhi kaam ke liye mana krde tb mummy Translate Tweet il buehul2 UfखO७७ ] ७ucbuul Chinta Mt Kar Mai baat karti hun unse,Toxic,0.29524028301239014
161_M_pic_2.jpg,"""Cu ]% ़ 1%k Ig-soumidas_3० 1 Aaaaahh Kadak Hai 9",Toxic,0.28299492597579956
559_M_pic_130.jpg,ZSLLZLILSI Bach ke Gehna Ge baba UIIEIIUUDIOUSZCTDDDTI IGOOUDLOUHEOCLU,Toxic,0.2284897267818451
126_NM_pic.jpg,Nikhil Raj @humanoidzmeme Virat Kohli: Ee sala cup namde ! Fans: Translate Tweet Ilahahahahahahallia jexes chutkile bade acche maalrte ho good,Toxic,0.35682520270347595
494_M_pic_1.jpg,crazyzeditx Abba G०००र dedo @ollege fees bharna hal,Toxic,0.2717621624469757
221_NM_pic.jpg,Muminy Baal kata ke aa gaya Thoda aफ़r Giola Dahi kar sakta Uha,Toxic,0.27900809049606323
109_NM_pic.jpg,Girlriend : Baby Im pregnant Boyiriend - Baby Im soo happy ior you Her bestfriend Ots Viclial Lekin spam i७mea hai fi,Toxic,0.30441591143608093
281_NM_pic.jpg,When Ther School Bus Overtakes The Other One Boys,Toxic,0.2812758982181549
534_M_pic_1.jpg,Adult book Shourya Kumar kya fayda itna gora hone ka jab lower lips hi kaali ho,Toxic,0.29818060994148254
75_NM_pic.jpg,"IGIHASTE RAHO Can you solve any mystery? Yes, for sure..! ToBata, Rasode me kaun tha? OHaste _raho",Toxic,0.30833733081817627
554_NM_pic.jpg,"when mom says ""idha 1| aa nhi marungi Ca e Shabd aakarhak Dhi फaf Mhatarnaak bDi",Toxic,0.28693443536758423
155_M_pic_1.jpg,जब इंजीनियर ऐसी हो तो मजदूर बनने में कोई नही १l बुराई,Toxic,0.2777095437049866
202_NM_pic.jpg,*Today's kids २०० rड haircut Mordern hairstyle Gull AGsalon Whe waskdn Gangs of Gaya २०tbarcut+ katora cut + hilne pe do lappadl,Toxic,0.3677698075771332
368_NM_pic.jpg,Atif Mirxa omirxacasm Medical shop owners on valentines day,Non-toxic,0.4027341902256012
286_M_pic_1.jpg,Chahe jjitna bhi dieting kar lo lekin IaN JEhRY Ladko ko Mot ladkiya hi pasand aati he,Toxic,0.26909390091896057
298_M_pic_2.jpg,संभोग के 6 चरण तथा साथी पुरुष के प्राण सोखने के पश्चात स्त्री,Toxic,0.22927135229110718
142_NM_pic.jpg,When no one is home cthers 0*?03 Me 8,Toxic,0.2887498736381531
52_M_pic_10.jpg,SOME MENES DO NOT REQUIRE CAPTIONS Uollywood 0U(40s!M0 OEo OLE9,Toxic,0.24533133208751678
409_M_pic_1.jpg,if u know this lady -S0ya  toh beta bachpan sehi harami ho tum,Toxic,0.3162885904312134
139_NM_pic.jpg,When Your best friend ignores Me for her crush Me 0 Shydmerlhiparvarshme tehegyilh!! galiti,Toxic,0.31962040066719055
74_M_pic_1.jpg,Interviewer: Submit the copy of your source of income. Instagram models: १L&80_Gr0.,Toxic,0.3114830553531647
399_NM_pic.jpg,"*Aaj main jaldi so jaungi* phone & overthinking: Translate Tweet Bade mazaaki bade mazaaka फ@ My ho,",Toxic,0.31259292364120483
306_NM_pic.jpg,Society: boys attend mela's to look at girls. Boys at a mela: @memeholics,Toxic,0.317514032125473
298_NM_pic.jpg,Epic @Vishalrajput1०३ When i wake up one without moms taunt Me that Ab humko chahiye full izzat Boy day day:,Toxic,0.2797751724720001
468_NM_pic.jpg,"Electric Car Charging Point, Running On Diesel Generators ! JUST TDAा THINGS 0 !0#141 Bsdk...",Toxic,0.24681873619556427
116_NM_pic.jpg,Baabu Singh m * 0 new jernaiion childhoodn on bath My mother bathed me in childhood alamy,Toxic,0.3781295418739319
487_NM_pic.jpg,People: money canlt iness *Me when i find १० rupees on road @alishpoudel Loveone buy happ,Toxic,0.371999055147171
154_NM_pic.jpg,While traveling to पहाड़ Rune ladi *Overthinking Exist* Le Me ये Driver इतनी side क्यूं चला रा पक्का नीचे गिराएगा गाड़़ी,Toxic,0.2892126142978668
262_NM_pic.jpg,Aur btao other gess७n Othezpers७2 Sab badhiya .tum btao e३ @६३,Toxic,0.27302268147468567
557_NM_pic.jpg,"When you see your girlfriend with another guy and realise why she always texted ""l love you २"" instead of ""I love you too Adultgasm",Toxic,0.28692716360092163
18_M_pic_1.jpg,Aaj Mai Iree Hun Kya karu Tumhare Liye G9HARAMI Ek Haath Se Chai Pila Dusre Haath S@ [lera Hila,Toxic,0.30286774039268494
283_NM_pic.jpg,चथा कथी गधादैखाहै 8 नहीं सर.. !! नीचे क्यादैेख रहेही ?यैरी तरफदिखी. ७० नुमने,Toxic,0.2575763463973999
577_NM_pic.jpg,IhatTaco iikeownes Inot so७ly UJ bot Insudy me,Toxic,0.23944175243377686
522_M_pic_2.jpg,She 0 mujhe chocolate khana hai..! He par sab shops to band Hai..! She medical shop khuli hai. She He IGIHASTE RAHO,Toxic,0.3645639419555664
62_NM_pic.jpg,ADARSHwadiMEMES @ADARSHwadiMEMES #TaimurAliKhan after knowing that *property k ab 4 hisse honge Aise cheating hogitbmalnaiflhelngo 8:२२ pm 1२ २० Twitter for Android Aug,Toxic,0.34230247139930725
505_NM_pic.jpg,Amit Jr Mushahary @JrMushahary WNhen | talk to the customer care in English Mom:- शाबाश कचरा शाबाश My,Toxic,0.3551173508167267
562_NM_pic.jpg,Me Sleeping Peacefully Susu: MEMES Cाम Aa Raha Hu Main,Toxic,0.3503408432006836
474_NM_pic.jpg,Leaked picture of Virat kohLi WR०9 @sumitwa_ Before Ipl 2021 DIPL,Toxic,0.35218340158462524
87_NM_pic.jpg,Ab ye bol rha hai ki Pubg ke Sath Sath Free Fire bhi Ban kar dete hai Maahi Piyush Pubg wale Londo ke Dil ko sukoon milega,Toxic,0.30623385310173035
174_NM_pic.jpg,Doraemon after he finds the right use of big light:,Toxic,0.3157324194908142
501_NM_pic.jpg,"dad every time to me* IG devilmemez_817 Ye lo pi thak jaate hoge mein khaali baithe baithe My paani |0, ghar",Toxic,0.36542952060699463
265_NM_pic.jpg,Ilnen me and my brother are bored at home;  Rrdelth Cujhse jyada mal Du ori,Toxic,0.2572309374809265
431_M_pic_2.jpg,aabandonedaanisn Baby ko.. ण्देवछ calbandoneddamnish Government job wala pasandhai,Toxic,0.292995810508728
558_M_pic_1.jpg,Ig thinmemer ddid *lpl cameraman *B0]8 Ithinmemer Tum Bohot Mast Kaam Karta Hai,Toxic,0.30939626693725586
240_M_pic_1.jpg,Two Big Reasons Behind Dhrishyam Success Content Nest 8C0|,Toxic,0.31698495149612427
556_NM_pic.jpg,@8:[]1.:[;41:3 GliendQo To Aishlऋo,Toxic,0.22143828868865967
192_M_pic_2.jpg,"Didi: Jhoot bole kawwa kaate Kawwa: Humse acha to aap kaat leti ho didi 0 O""uu""'""uu'",Toxic,0.27070337533950806
152_M_pic_10.jpg,Never loose hope in your life,Toxic,0.3021140396595001
190_M_pic_12.jpg,Reason Jethalal Likes BABITA go7  Olnvbl cool8rozona Why,Toxic,0.360740602016449
533_M_pic_1.jpg,Mai nahi to kaun be  Tu nahi to teri behen be,Toxic,0.3039909899234772
410_NM_pic.jpg,"Others At Night : Jaanu, Banu, Lifeline, Pipeline Me At Night : Ie Pankha Mere Gir To Mera Kya Hoga? Gava Uper",Toxic,0.32468381524086
287_M_pic_2.jpg,Tumhare jeevan me Khushi he Oahi 0 Mere se shadi kar lo Ho jayegi,Toxic,0.3005894124507904
206_M_pic_10.jpg,Ignore your problems The way you Ignored this Kid,Toxic,0.32515016198158264
59_NM_pic.jpg,Nibba -hibbi starts a relationship in class* chugalkhor of class Sab Ko Batana Na Padega,Toxic,0.323079377412796
462_M_pic_10.jpg,"Girls love the face, love the heart च | boys",Toxic,0.3490750193595886
585_NM_pic.jpg,Free Lifetime Pizza chahiye toh desh ka nm roshan kro kharab nahi Dominos Pratih tcut insta @ Motio Sarcuzlic influencer MEMECI,Toxic,0.39717593789100647
330_M_pic_1.jpg,"This is The Difference between Restaurant & Dhaba's Food. von't Go for Look, Go for The Taste.",Toxic,0.3218526244163513
483_M_pic_1.jpg,Agar aise Padhai hoti toh. Koi bhi Student fail nahi hota FilmyGags,Toxic,0.3446387052536011
205_M_pic_1.jpg,K@ bhaffl Saoll karna kyun band kardia,Toxic,0.30564141273498535
235_M_pic_1.jpg,Mujhe bhi Naag banna hai 002,Toxic,0.3169253170490265
218_M_pic_23.jpg,"Whatis your name?? Nimki, but pyar se sab Nim bulate hain mujhe Qarunmemes44 Achha hua ki tumhaia name Chutkinahihai",Toxic,0.3486432433128357
499_M_pic_2.jpg,"Madam fi, aapne helmet nahl pahna hai 5000 }a chalan katega Please sir matikaato Achha aur tumsabka kaatitilbo uska kueboahi? @Nikk",Toxic,0.304461270570755
213_NM_pic.jpg,"Aalok @Chuckle_  Some2 When to teach something to my Parents~ Gom फf se Paida फo tmm, Try brve",Toxic,0.31326866149902344
243_M_pic_2.jpg,OeaTum itni acchi kyu ho? ISahi Bo!ta IJ She: Kyv ki fum abhi naye ho.,Toxic,0.30630603432655334
203_NM_pic.jpg,8 years old Me after eating Hajmola,Toxic,0.32285118103027344
26_NM_pic.jpg,-*Teacher Gaali Bakne Se Kisi Ko Kabhi Kuch Nahi Mila Gaali Dena Buri Baat Hai. *Backbenchers : Translate Tweet,Toxic,0.2975252568721771
296_M_pic_3.jpg,"BlackMelnex Mai bhoot Male ho yaa Daro mujhse.. female? BlackMemmex *akhand single me* Plz Girlfriend ban Female jao meri. hun,",Toxic,0.31808361411094666
65_M_pic_1.jpg,"says ""Sab ladke Chehra dekh ke pyaar karte hai"" *le boys* Translate Tweet They",Toxic,0.32664453983306885
118_NM_pic.jpg,UU UU Iam sorry Ambani babu..!! %||P|,Toxic,0.33519652485847473
339_M_pic_1.jpg,Gulambi akhen toh bohot dekhe Thefactaoo Abb kuch aur dekhna hai,Toxic,0.23372042179107666
110_M_pic_1.jpg,She:Ex over me kitne boll hote hai Meः,Toxic,0.3032071888446808
504_NM_pic.jpg,Pranay @Punznay Tumhe Jo Tumhe Jo Mene Dekha Maine Jana Translate Tweet,Toxic,0.3185974955558777
171_NM_pic.jpg,"Vo lou nactri celcb Carry Minati 861? फfle $h19"" MuMun Tutath * 40 (80 Hie Saale  wafching",Toxic,0.2843681871891022
160_M_pic_1.jpg,se karo raju 10:32 Bheem dekh lega Jaldi,Toxic,0.29869017004966736
46_NM_pic.jpg,Sir : online classes kyun nhi attend karte the? Me : Mai apna Data faltu me waste nhi karta..! OHaste taho Sir Me IGIHLSTE RAHO,Toxic,0.33402949571609497
141_NM_pic.jpg,Teacher 100x2 = ? Me : २०० Teacher : Ye Amir Siadiqui Kyun likha h,Toxic,0.3532845973968506
230_M_pic_1.jpg,Muhammad Jamshed Pitafi २h - Cameraman after focusing on pum pum. c१६५,Non-toxic,0.41377416253089905
157_M_pic_2.jpg,"""ा""ा 0VIए"""" '""0"" mae aur mera gandu ABBE KAAA SE AAY A YE pati.",Toxic,0.30831480026245117
226_NM_pic.jpg,ObeD SOJ७७७७3 G७pl ७७ ७७ ६७ Bogliabb ७७ B७७ge Genslal७७ ~73 OYAN KVANI Padh tohibe kaa Ifkha hai ६ओ@,Toxic,0.24156731367111206
162_NM_pic.jpg,"Me : My Lifes Rules Mom Ll@ur 7 ""I020 Meri Chappal Jera Muh !! My",Toxic,0.31792038679122925
254_M_pic_1.jpg,Kheera Kha Lo Frndz OBnai जink,Toxic,0.22464515268802643
331_NM_pic.jpg,"IG/HASTE RAHO Bhai maine ek bande ke bottle me Susu kar diya tha... Yaad hai? Nhi bhai, kaun Tere hi bottle tha WO chaman?? me ki thi..! OHaste_raho",Toxic,0.3329051434993744
